caller_number,receiver_number,timestamp,duration_seconds
9899682738,9860867083,2026-08-11 06:00:00,134
9899682738,9860867083,2026-08-05 14:00:00,287
9899682738,9860867083,2026-08-07 07:00:00,341
9899682738,9860867083,2026-08-11 03:00:00,184
9899682738,9860867083,2026-08-03 14:00:00,191
9899682738,9860867083,2026-08-05 19:00:00,131
9899682738,9860867083,2026-08-06 08:00:00,313
9884270583,9849209916,2026-08-04 02:00:00,67
9884270583,9849209916,2026-08-04 12:00:00,328
9884270583,9849209916,2026-08-06 10:00:00,167
9884270583,9849209916,2026-08-04 01:00:00,253
9884270583,9849209916,2026-08-12 03:00:00,155
9884270583,9849209916,2026-08-10 20:00:00,270
9884270583,9849209916,2026-08-09 17:00:00,341
9884270583,9849209916,2026-08-08 17:00:00,331
9884270583,9849209916,2026-08-11 09:00:00,90
9884270583,9849209916,2026-08-06 04:00:00,148
9884270583,9849209916,2026-08-07 05:00:00,81
9884270583,9849209916,2026-08-04 15:00:00,128
9884270583,9849209916,2026-08-10 10:00:00,120
9884270583,9849209916,2026-08-02 21:00:00,270
9884270583,9849209916,2026-08-11 23:00:00,189
9884270583,9849209916,2026-08-02 15:00:00,187
9884270583,9849209916,2026-08-07 06:00:00,272
9884270583,9849209916,2026-08-04 05:00:00,159
9884270583,9849209916,2026-08-07 04:00:00,341
9884270583,9849209916,2026-08-05 21:00:00,98
9884270583,9849209916,2026-08-10 15:00:00,116
9884270583,9849209916,2026-08-06 12:00:00,76
9884270583,9849209916,2026-08-02 13:00:00,197
9884270583,9849209916,2026-08-12 07:00:00,331
9884270583,9849209916,2026-08-06 22:00:00,103
9877172238,9882475098,2026-08-09 10:00:00,280
9877172238,9882475098,2026-08-07 21:00:00,210
9877172238,9882475098,2026-08-08 05:00:00,93
9877172238,9882475098,2026-08-04 18:00:00,250
9877172238,9882475098,2026-08-09 17:00:00,245
9877172238,9882475098,2026-08-10 09:00:00,272
9877172238,9882475098,2026-08-03 18:00:00,169
9877172238,9882475098,2026-08-07 11:00:00,246
9877172238,9882475098,2026-08-10 08:00:00,317
9877172238,9882475098,2026-08-09 21:00:00,67
9877172238,9882475098,2026-08-06 00:00:00,225
9877172238,9882475098,2026-08-11 23:00:00,266
9877172238,9882475098,2026-08-02 14:00:00,176
9877172238,9882475098,2026-08-10 12:00:00,187
9877172238,9882475098,2026-08-10 06:00:00,288
9877172238,9882475098,2026-08-03 08:00:00,162
9877172238,9882475098,2026-08-04 17:00:00,322
9877172238,9882475098,2026-08-03 01:00:00,248
9877172238,9882475098,2026-08-03 15:00:00,98
9877172238,9882475098,2026-08-09 11:00:00,118
9877172238,9882475098,2026-08-10 06:00:00,189
9877172238,9882475098,2026-08-11 06:00:00,179
9877172238,9882475098,2026-08-08 23:00:00,281
9861484043,9835583290,2026-08-11 20:00:00,159
9861484043,9835583290,2026-08-08 09:00:00,202
9861484043,9835583290,2026-08-10 06:00:00,235
9861484043,9835583290,2026-08-09 05:00:00,117
9861484043,9835583290,2026-08-09 09:00:00,104
9861484043,9835583290,2026-08-11 02:00:00,209
9861484043,9835583290,2026-08-03 22:00:00,91
9861484043,9835583290,2026-08-10 22:00:00,47
9861484043,9835583290,2026-08-04 21:00:00,119
9861484043,9835583290,2026-08-03 23:00:00,175
9861484043,9835583290,2026-08-08 03:00:00,243
9861484043,9835583290,2026-08-03 18:00:00,313
9861484043,9835583290,2026-08-08 18:00:00,289
9861484043,9835583290,2026-08-10 09:00:00,75
9861484043,9835583290,2026-08-06 04:00:00,187
9861484043,9835583290,2026-08-06 07:00:00,86
9861484043,9835583290,2026-08-08 11:00:00,91
9816172803,9853536830,2026-08-04 03:00:00,235
9816172803,9853536830,2026-08-12 05:00:00,163
9816172803,9853536830,2026-08-10 02:00:00,113
9816172803,9853536830,2026-08-05 22:00:00,170
9816172803,9853536830,2026-08-09 16:00:00,44
9816172803,9853536830,2026-08-09 17:00:00,319
9816172803,9853536830,2026-08-04 10:00:00,266
9816172803,9853536830,2026-08-08 02:00:00,193
9816172803,9853536830,2026-08-09 06:00:00,168
9816172803,9853536830,2026-08-09 17:00:00,141
9816172803,9853536830,2026-08-08 23:00:00,94
9816172803,9853536830,2026-08-05 20:00:00,332
9816172803,9853536830,2026-08-08 02:00:00,191
9816172803,9853536830,2026-08-06 08:00:00,242
9816172803,9853536830,2026-08-06 08:00:00,329
9840885967,9891478884,2026-08-05 01:00:00,227
9840885967,9891478884,2026-08-11 00:00:00,179
9840885967,9891478884,2026-08-04 16:00:00,286
9840885967,9891478884,2026-08-07 07:00:00,213
9840885967,9891478884,2026-08-03 22:00:00,78
9840885967,9891478884,2026-08-04 15:00:00,243
9840885967,9891478884,2026-08-10 19:00:00,86
9840885967,9891478884,2026-08-08 08:00:00,175
9840885967,9891478884,2026-08-10 11:00:00,272
9840885967,9891478884,2026-08-08 05:00:00,174
9840885967,9891478884,2026-08-11 20:00:00,230
9840885967,9891478884,2026-08-04 05:00:00,159
9840885967,9891478884,2026-08-09 08:00:00,327
9840885967,9891478884,2026-08-08 03:00:00,153
9840885967,9891478884,2026-08-04 04:00:00,277
9840885967,9891478884,2026-08-07 04:00:00,249
9850851122,9876118957,2026-08-10 03:00:00,248
9850851122,9876118957,2026-08-06 09:00:00,229
9850851122,9876118957,2026-08-05 22:00:00,267
9850851122,9876118957,2026-08-05 19:00:00,90
9850851122,9876118957,2026-08-08 01:00:00,223
9850851122,9876118957,2026-08-02 20:00:00,181
9850851122,9876118957,2026-08-05 11:00:00,272
9850851122,9876118957,2026-08-04 05:00:00,148
9850851122,9876118957,2026-08-11 08:00:00,65
9850851122,9876118957,2026-08-07 15:00:00,104
9850851122,9876118957,2026-08-11 14:00:00,75
9850851122,9876118957,2026-08-10 14:00:00,340
9850851122,9876118957,2026-08-05 15:00:00,208
9829419691,9827447248,2026-08-11 09:00:00,306
9829419691,9827447248,2026-08-06 22:00:00,55
9829419691,9827447248,2026-08-02 23:00:00,245
9829419691,9827447248,2026-08-09 05:00:00,95
9829419691,9827447248,2026-08-10 06:00:00,267
9829419691,9827447248,2026-08-03 10:00:00,204
9829419691,9827447248,2026-08-11 12:00:00,73
9829419691,9827447248,2026-08-04 16:00:00,339
9829419691,9827447248,2026-08-11 06:00:00,206
9829419691,9827447248,2026-08-09 03:00:00,311
9829419691,9827447248,2026-08-06 22:00:00,298
9829419691,9827447248,2026-08-11 21:00:00,90
9829419691,9827447248,2026-08-04 04:00:00,322
9829419691,9827447248,2026-08-05 21:00:00,271
9829419691,9827447248,2026-08-05 21:00:00,213
9829419691,9827447248,2026-08-09 20:00:00,252
9829419691,9827447248,2026-08-03 18:00:00,258
9873655158,9819010480,2026-08-09 07:00:00,66
9873655158,9819010480,2026-08-07 03:00:00,199
9873655158,9819010480,2026-08-07 11:00:00,335
9873655158,9819010480,2026-08-10 14:00:00,119
9873655158,9819010480,2026-08-09 15:00:00,95
9873655158,9819010480,2026-08-08 01:00:00,228
9873655158,9819010480,2026-08-03 16:00:00,333
9873655158,9819010480,2026-08-05 21:00:00,327
9873655158,9819010480,2026-08-12 03:00:00,325
9873655158,9819010480,2026-08-03 03:00:00,176
9873655158,9819010480,2026-08-02 13:00:00,179
9873655158,9819010480,2026-08-06 18:00:00,219
9873655158,9819010480,2026-08-02 13:00:00,113
9873655158,9819010480,2026-08-12 05:00:00,245
9873655158,9819010480,2026-08-03 12:00:00,55
9873655158,9819010480,2026-08-04 07:00:00,311
9873655158,9819010480,2026-08-05 20:00:00,254
9873655158,9819010480,2026-08-09 18:00:00,120
9873655158,9819010480,2026-08-07 17:00:00,206
9873655158,9819010480,2026-08-12 03:00:00,83
9873655158,9819010480,2026-08-02 12:00:00,120
9869473616,9898843907,2026-08-05 12:00:00,170
9869473616,9898843907,2026-08-06 18:00:00,101
9869473616,9898843907,2026-08-02 23:00:00,260
9869473616,9898843907,2026-08-04 12:00:00,234
9869473616,9898843907,2026-08-11 06:00:00,157
9869473616,9898843907,2026-08-11 01:00:00,221
9869473616,9898843907,2026-08-03 20:00:00,61
9869473616,9898843907,2026-08-08 08:00:00,275
9869473616,9898843907,2026-08-03 18:00:00,334
9869473616,9898843907,2026-08-09 02:00:00,247
9869473616,9898843907,2026-08-08 17:00:00,98
9869473616,9898843907,2026-08-08 08:00:00,206
9869473616,9898843907,2026-08-05 03:00:00,275
9869473616,9898843907,2026-08-07 10:00:00,263
9869473616,9898843907,2026-08-03 15:00:00,263
9869473616,9898843907,2026-08-11 20:00:00,308
9869473616,9898843907,2026-08-03 20:00:00,198
9869473616,9898843907,2026-08-07 15:00:00,210
9869473616,9898843907,2026-08-04 10:00:00,301
9856892354,9857123808,2026-08-07 12:00:00,265
9856892354,9857123808,2026-08-03 23:00:00,266
9856892354,9857123808,2026-08-06 16:00:00,342
9856892354,9857123808,2026-08-02 19:00:00,299
9856892354,9857123808,2026-08-03 17:00:00,276
9856892354,9857123808,2026-08-09 09:00:00,69
9856892354,9857123808,2026-08-07 17:00:00,79
9856892354,9857123808,2026-08-04 03:00:00,344
9856892354,9857123808,2026-08-10 20:00:00,276
9856892354,9857123808,2026-08-12 01:00:00,61
9856892354,9857123808,2026-08-10 02:00:00,136
9856892354,9857123808,2026-08-08 03:00:00,283
9856892354,9857123808,2026-08-10 12:00:00,71
9856892354,9857123808,2026-08-09 11:00:00,215
9856892354,9857123808,2026-08-04 00:00:00,128
9856892354,9857123808,2026-08-02 15:00:00,264
9856892354,9857123808,2026-08-10 00:00:00,307
9856892354,9857123808,2026-08-11 13:00:00,226
9856892354,9857123808,2026-08-07 17:00:00,238
9856892354,9857123808,2026-08-08 18:00:00,346
9822684373,9884888554,2026-08-10 19:00:00,49
9822684373,9884888554,2026-08-07 17:00:00,132
9822684373,9884888554,2026-08-05 18:00:00,288
9822684373,9884888554,2026-08-05 15:00:00,110
9822684373,9884888554,2026-08-04 10:00:00,191
9822684373,9884888554,2026-08-04 00:00:00,316
9822684373,9884888554,2026-08-10 09:00:00,212
9822684373,9884888554,2026-08-11 12:00:00,345
9822684373,9884888554,2026-08-08 12:00:00,123
9822684373,9884888554,2026-08-05 06:00:00,124
9822684373,9884888554,2026-08-09 09:00:00,250
9822684373,9884888554,2026-08-08 05:00:00,161
9822684373,9884888554,2026-08-10 03:00:00,185
9822684373,9884888554,2026-08-09 15:00:00,313
9822684373,9884888554,2026-08-05 17:00:00,280
9822684373,9884888554,2026-08-05 19:00:00,332
9822684373,9884888554,2026-08-09 22:00:00,184
9822684373,9884888554,2026-08-09 00:00:00,310
9822684373,9884888554,2026-08-08 13:00:00,142
9822684373,9884888554,2026-08-11 12:00:00,168
9822684373,9884888554,2026-08-03 04:00:00,286
9822684373,9884888554,2026-08-08 01:00:00,92
9822684373,9884888554,2026-08-10 11:00:00,185
9845650176,9882269803,2026-08-03 08:00:00,161
9830005727,9827084279,2026-08-12 08:00:00,127
9833357554,9871780854,2026-08-15 08:00:00,272
9838195995,9877898694,2026-08-14 08:00:00,240
9856843172,9848250360,2026-08-14 08:00:00,198
9891178885,9899913412,2026-08-09 08:00:00,205
9845059710,9837415205,2026-08-15 08:00:00,129
9892097999,9815917225,2026-08-03 08:00:00,193
9879782527,9875569635,2026-08-03 08:00:00,412
9858942697,9899889098,2026-08-04 08:00:00,70
9847816686,9813176186,2026-08-02 08:00:00,289
9892613013,9856930359,2026-08-07 08:00:00,355
9835511941,9878064830,2026-08-10 08:00:00,391
9864009265,9831172421,2026-08-09 08:00:00,107
9896637649,9890070438,2026-08-05 08:00:00,447
9882269803,9825492573,2026-08-09 08:00:00,14
9846553958,9899514287,2026-08-10 08:00:00,431
9823419256,9868326160,2026-08-13 08:00:00,430
9843704923,9838270233,2026-08-01 08:00:00,251
9884437458,9827558317,2026-08-05 08:00:00,453
9830863865,9899889098,2026-08-08 08:00:00,380
9895511909,9877834855,2026-08-16 08:00:00,129
9827084279,9868812137,2026-08-15 08:00:00,379
9851511484,9887925434,2026-08-03 08:00:00,170
9844999379,9815134794,2026-08-14 08:00:00,117
9850603163,9869302158,2026-08-01 08:00:00,201
9823903144,9895125977,2026-08-05 08:00:00,166
9810226999,9815354599,2026-08-16 08:00:00,424
9841774346,9836786211,2026-08-11 08:00:00,125
9831810617,9857469942,2026-08-13 08:00:00,400
9863121477,9852101056,2026-08-10 08:00:00,176
9868812137,9815614174,2026-08-02 08:00:00,482
9823903144,9865259205,2026-08-11 08:00:00,300
9867684996,9890070438,2026-08-13 08:00:00,205
9893638503,9889795010,2026-08-03 08:00:00,283
9840547349,9844999379,2026-08-16 08:00:00,65
9835511941,9863481198,2026-08-15 08:00:00,337
9899639081,9867887757,2026-08-06 08:00:00,63
9863643924,9828024248,2026-08-06 08:00:00,26
9852101056,9890070438,2026-08-16 08:00:00,23
9882160068,9865337219,2026-08-03 08:00:00,476
9840547349,9850962024,2026-08-07 08:00:00,129
9845431319,9841774346,2026-08-03 08:00:00,242
9896098221,9825521714,2026-08-01 08:00:00,97
9893370583,9829876811,2026-08-13 08:00:00,90
9824508349,9886384014,2026-08-14 08:00:00,254
9880993218,9843308443,2026-08-13 08:00:00,499
9893638503,9886384014,2026-08-07 08:00:00,168
9848250360,9825015458,2026-08-16 08:00:00,91
9890070438,9895125977,2026-08-10 08:00:00,310
9892613013,9899152472,2026-08-15 08:00:00,151
9892613013,9866431351,2026-08-05 08:00:00,238
9819391725,9825480907,2026-08-08 08:00:00,279
9835511941,9863481198,2026-08-16 08:00:00,245
9851511484,9895125977,2026-08-02 08:00:00,387
9867887757,9847393469,2026-08-15 08:00:00,187
9899508850,9882909480,2026-08-10 08:00:00,210
9891363974,9845810056,2026-08-14 08:00:00,137
9837415205,9895132217,2026-08-14 08:00:00,244
9840547349,9841774346,2026-08-06 08:00:00,367
9863481198,9887388337,2026-08-13 08:00:00,367
9813326769,9888183110,2026-08-06 08:00:00,150
9866267415,9871510041,2026-08-10 08:00:00,351
9843308443,9851373735,2026-08-07 08:00:00,475
9854058573,9829876811,2026-08-04 08:00:00,198
9838609087,9838270233,2026-08-04 08:00:00,268
9864009265,9863121477,2026-08-11 08:00:00,219
9869302158,9860888017,2026-08-09 08:00:00,116
9861700055,9813326769,2026-08-15 08:00:00,23
9847816686,9833763566,2026-08-15 08:00:00,205
9887925434,9880993218,2026-08-13 08:00:00,448
9819317495,9830863865,2026-08-02 08:00:00,15
9878064830,9853779528,2026-08-05 08:00:00,177
9858884978,9895511909,2026-08-15 08:00:00,258
9851511484,9843308443,2026-08-03 08:00:00,290
9841774346,9878642041,2026-08-15 08:00:00,81
9850264926,9824366125,2026-08-06 08:00:00,97
9864543049,9826726926,2026-08-04 08:00:00,100
9875569635,9885146293,2026-08-13 08:00:00,96
9838609087,9858884978,2026-08-01 08:00:00,356
9831367172,9865259205,2026-08-15 08:00:00,193
9837415205,9899038359,2026-08-02 08:00:00,467
9863643924,9813704481,2026-08-07 08:00:00,236
9851373735,9888339168,2026-08-04 08:00:00,209
9852101056,9854585178,2026-08-15 08:00:00,36
9899038526,9866431351,2026-08-02 08:00:00,405
9835921441,9864009265,2026-08-07 08:00:00,485
9857130035,9893303777,2026-08-08 08:00:00,112
9867887757,9864543049,2026-08-14 08:00:00,24
9822388090,9877898694,2026-08-07 08:00:00,358
9858884978,9819391725,2026-08-08 08:00:00,500
9887388337,9845159040,2026-08-06 08:00:00,380
9860888017,9813326769,2026-08-14 08:00:00,272
9880166708,9893370583,2026-08-11 08:00:00,297
9866267415,9844999379,2026-08-07 08:00:00,488
9811297845,9830863865,2026-08-14 08:00:00,71
9842035886,9847135391,2026-08-04 08:00:00,192
9821003626,9845810056,2026-08-01 08:00:00,215
9884437458,9836445607,2026-08-01 08:00:00,209
9847135391,9849682169,2026-08-08 08:00:00,43
9841774346,9824366125,2026-08-12 08:00:00,32
9843308443,9899038359,2026-08-14 08:00:00,164
9864009265,9899038526,2026-08-16 08:00:00,62
9882909480,9871510041,2026-08-06 08:00:00,138
9887388337,9899038526,2026-08-11 08:00:00,333
9851373735,9845630292,2026-08-05 08:00:00,180
9845810056,9885563727,2026-08-11 08:00:00,445
9845159040,9834073380,2026-08-03 08:00:00,181
9864543049,9826726926,2026-08-15 08:00:00,205
9856397338,9833763566,2026-08-08 08:00:00,267
9868812137,9896637649,2026-08-01 08:00:00,129
9815614174,9871367643,2026-08-04 08:00:00,168
9845496015,9810226999,2026-08-14 08:00:00,397
9878642041,9895132217,2026-08-03 08:00:00,40
9823903144,9893303777,2026-08-16 08:00:00,161
9892613013,9852133044,2026-08-13 08:00:00,114
9850308572,9858024342,2026-08-08 08:00:00,482
9885863473,9899038526,2026-08-15 08:00:00,388
9835511941,9845650176,2026-08-09 08:00:00,172
9850308572,9893131979,2026-08-02 08:00:00,276
9815197528,9815917225,2026-08-10 08:00:00,394
9845059710,9899889098,2026-08-11 08:00:00,185
9878642041,9893638503,2026-08-02 08:00:00,474
9845159040,9857130035,2026-08-08 08:00:00,321
9819233013,9827778019,2026-08-11 08:00:00,103
9830005727,9867684996,2026-08-01 08:00:00,43
9839920292,9843308443,2026-08-07 08:00:00,36
9885563727,9844188276,2026-08-07 08:00:00,74
9867887757,9845810056,2026-08-07 08:00:00,130
9861700055,9831687165,2026-08-14 08:00:00,381
9856843172,9835748341,2026-08-06 08:00:00,379
9865337219,9878642041,2026-08-14 08:00:00,100
9826726926,9857130035,2026-08-10 08:00:00,156
9895125977,9839854548,2026-08-07 08:00:00,149
9834073380,9831687165,2026-08-12 08:00:00,213
9835921441,9860888017,2026-08-16 08:00:00,235
9857469942,9861700055,2026-08-14 08:00:00,399
9865259205,9834073380,2026-08-01 08:00:00,400
9819233013,9815134794,2026-08-03 08:00:00,398
9899514287,9898588154,2026-08-05 08:00:00,293
9845594597,9845810056,2026-08-09 08:00:00,204
9851511484,9854585178,2026-08-15 08:00:00,155
9835921441,9859555330,2026-08-16 08:00:00,46
9856930359,9845650176,2026-08-16 08:00:00,110
9865259205,9844999379,2026-08-01 08:00:00,16
9899152472,9845594597,2026-08-12 08:00:00,261
9868326160,9815197528,2026-08-13 08:00:00,390
9893303777,9840547349,2026-08-16 08:00:00,167
9850308572,9868812137,2026-08-03 08:00:00,219
9858024342,9885146293,2026-08-13 08:00:00,487
9850181935,9899245317,2026-08-07 08:00:00,400
9897775215,9811250299,2026-08-12 08:00:00,270
9825015458,9839920292,2026-08-12 08:00:00,366
9896098221,9867403166,2026-08-13 08:00:00,484
9857469942,9810226999,2026-08-08 08:00:00,134
9898231132,9859597086,2026-08-12 08:00:00,333
9896637649,9819736572,2026-08-01 08:00:00,367
9845159040,9815917225,2026-08-05 08:00:00,143
9890070438,9864813568,2026-08-05 08:00:00,140
9857130035,9890070438,2026-08-06 08:00:00,16
9853779528,9846553958,2026-08-03 08:00:00,339
9882909480,9840547349,2026-08-13 08:00:00,371
9868812137,9831687165,2026-08-07 08:00:00,458
9857469942,9860888017,2026-08-14 08:00:00,139
9833966966,9899639081,2026-08-13 08:00:00,310
9854585178,9843491314,2026-08-14 08:00:00,395
9845594597,9854318698,2026-08-04 08:00:00,335
9823796726,9815957459,2026-08-12 08:00:00,426
9844188276,9830743797,2026-08-07 08:00:00,486
9895511909,9830863865,2026-08-10 08:00:00,13
9852169044,9839920292,2026-08-01 08:00:00,59
9843308443,9815957459,2026-08-14 08:00:00,278
9815197528,9884437458,2026-08-10 08:00:00,385
9848250360,9852169044,2026-08-06 08:00:00,201
9882160068,9896637649,2026-08-05 08:00:00,111
9819832887,9815334035,2026-08-04 08:00:00,240
9863481198,9847135391,2026-08-06 08:00:00,112
9811049999,9895511909,2026-08-06 08:00:00,424
9893131979,9819317495,2026-08-09 08:00:00,471
9883227889,9850603163,2026-08-04 08:00:00,454
9885563727,9860888017,2026-08-03 08:00:00,160
9879782527,9835921441,2026-08-04 08:00:00,151
9819391725,9887925434,2026-08-01 08:00:00,309
9845496015,9898231132,2026-08-16 08:00:00,354
9893131979,9847463522,2026-08-01 08:00:00,41
9830743797,9882269803,2026-08-01 08:00:00,350
9833357554,9871780854,2026-08-04 08:00:00,118
9827778019,9866431351,2026-08-13 08:00:00,318
9827778019,9893131979,2026-08-09 08:00:00,487
9819832887,9868571795,2026-08-11 08:00:00,319
9815134794,9877898694,2026-08-12 08:00:00,359
9887925434,9836445607,2026-08-08 08:00:00,491
9813176186,9845159040,2026-08-13 08:00:00,203
9891363974,9896098221,2026-08-12 08:00:00,457
9835511941,9847463522,2026-08-01 08:00:00,243
9851373735,9825480907,2026-08-05 08:00:00,23
9890070438,9885146293,2026-08-09 08:00:00,496
9899508850,9882269803,2026-08-08 08:00:00,198
9869302158,9895132217,2026-08-16 08:00:00,273
9829876811,9824549543,2026-08-07 08:00:00,11
9833763566,9821003626,2026-08-01 08:00:00,334
9813176186,9813326769,2026-08-11 08:00:00,357
9830005727,9842035886,2026-08-16 08:00:00,214
9852462441,9891363974,2026-08-03 08:00:00,188
9815134794,9868571795,2026-08-04 08:00:00,385
9840547349,9875569635,2026-08-07 08:00:00,374
9844188276,9827778019,2026-08-02 08:00:00,75
9891178885,9854318698,2026-08-10 08:00:00,436
9863643924,9854446182,2026-08-15 08:00:00,96
9839854548,9853779528,2026-08-16 08:00:00,349
9811297845,9888183110,2026-08-08 08:00:00,118
9852169044,9882269803,2026-08-03 08:00:00,64
9897775215,9825492573,2026-08-01 08:00:00,92
9893370583,9840547349,2026-08-09 08:00:00,122
9884045292,9811250299,2026-08-16 08:00:00,497
9858884978,9885146293,2026-08-05 08:00:00,482
9813704481,9885563727,2026-08-16 08:00:00,56
9833966966,9856930359,2026-08-08 08:00:00,487
9895125977,9864009265,2026-08-03 08:00:00,339
9887925434,9835921441,2026-08-13 08:00:00,344
9850308572,9859555330,2026-08-14 08:00:00,423
9842035886,9842787299,2026-08-09 08:00:00,69
9845431319,9854318698,2026-08-04 08:00:00,55
9887925434,9852462441,2026-08-07 08:00:00,391
9853779528,9823796726,2026-08-12 08:00:00,75
9836445607,9819233013,2026-08-01 08:00:00,169
9811049999,9814835614,2026-08-07 08:00:00,443
9845630292,9857469942,2026-08-11 08:00:00,404
9878371272,9819736572,2026-08-05 08:00:00,276
9824549543,9890070438,2026-08-08 08:00:00,64
9830863865,9815354599,2026-08-15 08:00:00,171
9861343880,9875569635,2026-08-08 08:00:00,265
9831172421,9864813568,2026-08-05 08:00:00,317
9850962024,9861343880,2026-08-02 08:00:00,316
9899913412,9835748341,2026-08-04 08:00:00,150
9896637649,9823796726,2026-08-16 08:00:00,333
9899038359,9854058573,2026-08-10 08:00:00,370
9835921441,9811049999,2026-08-11 08:00:00,88
9825492573,9877834855,2026-08-08 08:00:00,368
9810226999,9873174945,2026-08-06 08:00:00,448
9819832887,9845594597,2026-08-13 08:00:00,163
9841774346,9885283645,2026-08-01 08:00:00,290
9889795010,9877898694,2026-08-14 08:00:00,357
9868571795,9884252420,2026-08-13 08:00:00,210
9847816686,9866851377,2026-08-10 08:00:00,154
9851373735,9819317495,2026-08-13 08:00:00,59
9886384014,9821003626,2026-08-02 08:00:00,445
9825015458,9899639081,2026-08-15 08:00:00,345
9899245317,9895125977,2026-08-05 08:00:00,236
9851373735,9834073380,2026-08-10 08:00:00,469
9861343880,9877834855,2026-08-07 08:00:00,421
9895511909,9865337219,2026-08-01 08:00:00,195
9885863473,9895125977,2026-08-04 08:00:00,357
9861343880,9835921441,2026-08-14 08:00:00,357
9852169044,9896098221,2026-08-04 08:00:00,192
9868571795,9837415205,2026-08-02 08:00:00,70
9827558317,9867403166,2026-08-11 08:00:00,313
9897775215,9852133044,2026-08-13 08:00:00,135
9859597086,9854769200,2026-08-08 08:00:00,213
9839920292,9899639081,2026-08-06 08:00:00,344
9880993218,9835921441,2026-08-03 08:00:00,408
9851511484,9867403166,2026-08-13 08:00:00,150
9867684996,9884437458,2026-08-15 08:00:00,198
9815354599,9854769200,2026-08-04 08:00:00,52
9885146293,9839920292,2026-08-08 08:00:00,21
9868812137,9823796726,2026-08-16 08:00:00,150
9833966966,9880993218,2026-08-04 08:00:00,416
9814835614,9815334035,2026-08-13 08:00:00,257
9815917225,9899508850,2026-08-14 08:00:00,162
9823796726,9827566185,2026-08-04 08:00:00,176
9819391725,9882909480,2026-08-06 08:00:00,217
9899508850,9815614174,2026-08-13 08:00:00,294
9871510041,9866851377,2026-08-16 08:00:00,42
9827084279,9833357554,2026-08-04 08:00:00,395
9882269803,9877834855,2026-08-04 08:00:00,102
9899038526,9833966966,2026-08-06 08:00:00,12
9810475894,9839854548,2026-08-11 08:00:00,72
9871780854,9827566185,2026-08-07 08:00:00,344
9899245317,9854318698,2026-08-09 08:00:00,445
9882269803,9859597086,2026-08-03 08:00:00,73
9861700055,9899514287,2026-08-12 08:00:00,288
9852169044,9857469942,2026-08-01 08:00:00,137
